word_id,word,gramatica,defini,en,eo,es,fr,capital,nota,vide,orijina,tasonomia,pronuncia,simbol,usa,an,da,de,gl,he,mt,ru
2233,cotel ejetable,nom,NA,flick knife,NA,NA,couteau automatique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אולר קפיצי,NA,NA
2233,cotel osilante,nom,NA,herb chopper,NA,NA,hachoir à main,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מזלונה (סכין),NA,NA
2233,colpa con cotel,verbo,NA,stab,NA,NA,poignarder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לדקור (עם סכין),NA,NA
2233,colpa con cotel,nom,NA,stab,NA,NA,coup de couteau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: דקירה (עם סכין),NA,NA
2233,coteli,verbo transitiva,NA,cut,NA,apuñalar,poignarder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לחתוך (עם סכין),NA,NA
2234,cotiledon,nom biolojia,un folia embrial de un planta de semes,cotyledon (botany),NA,NA,cotylédon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (בוטניקה) פסיג,NA,NA
2235,cotinga,nom avia,un avia trovada en la forestas de America Sentral e Sude,cotinga (bird),NA,NA,cotinga (oiseau),NA,NA,NA,NA,Cotingidae,NA,NA,NA,NA,NA,NA,NA,he: קוטינגה (ציפור),NA,NA
2236,cotino,nom planta,un arboreta o arbor peti en familia de anacardio,smoke tree,NA,NA,cotinus,NA,NA,NA,NA,Cotinus,NA,NA,NA,NA,NA,NA,NA,he: קוטינוס (צמח),NA,NA
2237,coto,nom musica,un sitra longa,koto (musical instrument),NA,NA,koto (instrument de musique),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קוטו (כלי נגינה),NA,NA
2238,coton,nom planta veste,un planta usada xef per fibre e stofa; un materia mol,cotton (plant,NA,algodón,coton,NA,NA,NA,NA,Gossypium,NA,NA,NA,NA,bomuld,Watte,NA,he: כותנה,NA,NA
2238,coton asorbente,nom,NA,cotton wool,NA,NA,ouate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: צמר גפן,NA,NA
2238,coton de zucar,nom,NA,cotton candy,NA,NA,barbe à papa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: צמר גפן מתוק,NA,NA
2238,de coton,ajetivo,NA,(made of) cotton,NA,NA,en coton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: עשוי כותנה,NA,NA
2239,coturnix,nom avia,un avia peti de la mundo vea,quail (bird),NA,NA,caille (oiseau),NA,NA,NA,NA,Coturnix,NA,NA,NA,NA,NA,NA,NA,he: שלו (ציפור),NA,NA
2240,covalente,ajetivo,pertinente a lias cimical formida par la comparti de eletrones par atomes,covalent,NA,NA,covalent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (כימיה) קוולנטי,NA,NA
2241,covre,verbo transitiva,pone alga cosa sur (un person o cosa) per proteje o asconde el o lo,cover,NA,cubrir,couvrir,NA,NA,NA,NA,NA,NA,NA,NA,NA,dække,NA,NA,he: לכסות,NA,NA
2241,covre,nom,NA,coverage,NA,cubierta,couverture,NA,NA,NA,NA,NA,NA,NA,NA,NA,låg,NA,NA,he: כיסוי,NA,NA
2241,covre completa,nom,NA,full coverage,NA,NA,couvrir entièrement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: כיסוי מלא,NA,NA
2241,covre partal,verbo,NA,overlap,NA,NA,couvrir partiellement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לכסות חלקית,NA,NA
2241,a covre de,preposada,NA,covering,NA,NA,couvrant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (מילת יחס) מכסה,NA,NA
2241,covreda,ajetivo,NA,covered,NA,NA,couvert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מכוסה,NA,NA
2241,covrente,ajetivo,NA,covering,NA,NA,couvrant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מכסה,NA,NA
2241,covrente,preposada,NA,covering,NA,NA,couvrant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (מילת יחס) מכסה,NA,NA
2241,covrente,nom,NA,cover,NA,NA,couverture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deckel,NA,he: מכסה,NA,NA
2241,covrente desfisable,nom,NA,slipcover,NA,NA,housse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: כיסוי בד,NA,NA
2241,covreta,verbo transitiva,covre lejera o partal,dust,NA,NA,napper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לזרות,NA,NA
2241,covreta,nom,un covre lejera o partal; un abri o talia en un veste,dusting,NA,NA,nappage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: זרייה,NA,NA
2241,descovrable,ajetivo,NA,discoverable,NA,NA,découvrable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: שניתן לגילוי,NA,NA
2241,descovre,verbo transitiva,NA,discover,NA,NA,découvrir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לגלות,NA,NA
2241,descovre,nom,NA,discovery,NA,NA,découverte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: גילוי,NA,NA
2241,descovror,nom,NA,discoverer,NA,NA,découvreur | découvreuse; inventeur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מגלה,NA,NA
2241,noncovreda,ajetivo,NA,uncovered,NA,NA,découvert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: גלוי,NA,NA
2241,redescovre,verbo transitiva,NA,rediscover,NA,NA,redécouvrir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לגלות מחדש,NA,NA
2241,(retira) noncovreda,nom,NA,overdraft,NA,NA,découvert (bancaire),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: משיכת יתר,NA,NA
2242,covreburo,nom verbo-nom,un ojeto plata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2243,covrebuco,nom verbo-nom,un ojeto usada per asconde un buco; un modo tempora de solve un problem,stopgap,NA,NA,bouche-trou,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: תחליף זמני,NA,NA
2244,covrecasola,nom verbo-nom,un covrente per un casola,saucepan lid,NA,NA,couvercle (de casserole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מכסה לסיר,NA,NA
2245,covrecolo,nom verbo-nom,un tela o peso de armur cual covre la colo,neckscarf; gorget (throat protector),NA,NA,écharpe; gorgerin (pièce d'armure couvrant la gorge),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חם צוואר; שריון לצוואר,NA,NA
2246,covrecuxin,nom verbo-nom,un covrente de stofa per un cuxin,cushion cover,NA,NA,housse (de coussin),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: ציפית לכרית,NA,NA
2247,covrefenetra,nom verbo-nom,cada de du paneles xarnierida a un fenetra,shutter,NA,NA,volet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: תריס,NA,NA
2248,covregama,nom verbo-nom veste,un veste forte per proteje un gama,legging (protective),NA,NA,legging,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: טייטס מגן,NA,NA
2249,covrejeno,nom verbo-nom veste,un covrente per proteje un jeno,kneepad,NA,NA,genouillère,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מגן ברך,NA,NA
2250,covreleto,nom verbo-nom,un peso grande de materia spesa o plenida,blanket,NA,manta,couverture,NA,NA,NA,NA,NA,NA,NA,NA,NA,tæppe,Wolldecke,NA,he: שמיכה,NA,NA
2251,covrelibro,nom verbo-nom,un covrente de paper desfisable cual proteje un libro reliada,dust jacket,NA,NA,couvre-livre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: עטיפת ספר (בכריכה קשה),NA,NA
2252,covreoio,nom verbo-nom,un peso de materia portada per proteje un oio ferida,eyepatch,NA,NA,cache-œil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: רטייה,NA,NA
2253,covreorea,nom verbo-nom veste,un duple de covrentes,earmuff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אוזניות מגן; מחממי אוזניים,NA,NA
2254,covrepeto,nom verbo-nom veste,la parte supra la taie de la fronte de un faldon o salopeta,bib (overalls),NA,NA,bavette,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: סינר לתינוק,NA,NA
2255,covreplato,nom verbo-nom,un covrente per un plato de servi,dish cover,NA,NA,couvre-plat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מכסה למגש,NA,NA
2256,covresentro,nom verbo-nom,un covrente per la sentro de la rota de un veculo,hubcap,NA,NA,enjoliveur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (רכב) צלחת,NA,NA
2257,covreseso,nom verbo-nom veste,un stofa envolveda sirca la ancas; un covrente per la jenitales,loincloth,NA,NA,pagne; cache-sexe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: כיסוי חלציים,NA,NA
2258,covretable,nom verbo-nom,un telon estendeda sur un table,tablecloth,NA,NA,nappe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מפה (לשולחן),NA,NA
2259,covretesta,nom verbo-nom veste,un xapo,headgear,NA,NA,un couvre-chef (chapeau); coiffe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: כיסוי ראש,NA,NA
2260,covreteta,nom verbo-nom veste,un gaina portada par alga femes sur teta e areola cuando los dona lete; un covrente aderente per un teta,nipple shield; pastie,NA,NA,protège-mamelon; cache-sein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מגן פטמה,NA,NA
2261,covretibia,nom verbo-nom veste,un covrente protejente per un tibia,shinpad,NA,NA,protège-tibia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מגן שוק,NA,NA
2262,covretota,nom verbo-nom,un veste de un peso portada supra otra vestes per proteje los,overalls,NA,NA,combinaison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: סרבל,NA,NA
2263,covrevaso,nom verbo-nom,un covrente spesa o plenida per manteni la caldia de un vaso de te,tea cosy,NA,NA,couvre-théière,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: כיסוי קנקן,NA,NA
2264,covreveranda,nom verbo-nom,un telon de lona o otra stofa,awning,NA,NA,store,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: סוכך,NA,NA
2265,coxa,nom anatomia,la parte de la gama entre la anca e la jeno,thigh,NA,NA,cuisse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: ירך,NA,NA
2266,coxea,verbo nontransitiva medica,pasea difisil,limp,NA,NA,boiter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לצלוע; לקרטע,NA,NA
2266,coxea,nom,NA,limp,NA,NA,claudication,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: צליעה,NA,NA
2266,coxeante,ajetivo,NA,lame,NA,NA,boiteux,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: צולע; מקרטע,NA,NA
2266,coxeor,nom,NA,limper,NA,NA,boiteux,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (אדם) צולע,NA,NA
2267,coxinilia,nom artropodo,un inseto peti con scama protejente e scermin,scale insect,NA,NA,cochenille,NA,NA,NA,NA,Coccoidea,NA,NA,NA,NA,NA,NA,NA,he: כנימת מגן,NA,NA
2268,cozac,ajetivo demonim,pertinente a un popla de Rusia sude e Ucraina,Cossack,NA,NA,cosaque,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קוזאקי,NA,NA
2268,cozac,nom demonim,NA,Cossack,NA,NA,Cosaque,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קוזאק,NA,NA
2269,cozatxoc,nom musica,un dansa slavica con ritmo rapida,kozachok,NA,NA,kazatchok,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קזצ'וק (ריקוד),NA,NA
2270,crabe,nom artropodo,un crustaseo con armur larga,crab,NA,NA,crabe,NA,NA,NA,NA,Brachyura,NA,NA,NA,NA,NA,NA,NA,he: סרטן,NA,NA
2270,crabe de rio,nom,un crustaseo noturna de acua dulse,crayfish,NA,NA,écrevisse,NA,NA,NA,NA,Astacoidea,NA,NA,NA,NA,NA,NA,NA,he: סרטן נהרות,NA,NA
2270,Crabe,nom astronomia,un constela de la zodiaco,Cancer (constellation),NA,NA,Cancer (constellation),NA,NA,NA,NA,NA,NA,♋,NA,NA,NA,NA,NA,he: סרטן (קבוצת כוכבים,NA,NA
2271,crac,nom onomatopea,un ruido subita e agu o esplodente,crack,NA,NA,crac ! (onomatopée),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: צליל פיצוח,NA,NA
2271,crac,esclama,NA,crack,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: צליל פיצוח,NA,NA
2271,craci,verbo nontransitiva,NA,crack,NA,NA,craquer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: להשמיע צליל פיצוח,NA,NA
2271,craci,verbo transitiva,NA,crack,NA,NA,croquer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: להשמיע צליל פיצוח,NA,NA
2271,cracinte,ajetivo,NA,crunchy,NA,NA,craquant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: משמיע צליל פיצוח,NA,NA
2271,cracosa,ajetivo,NA,crunchy,NA,NA,croustillant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: פריך,NA,NA
2272,crac,nom medica,un forma dur e cristal de cocaina,crack,NA,NA,crack (drogue),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קראק,NA,NA
2273,cracen,nom mitolojia,un monstro mital enorme de mar,kraken,NA,NA,kraken (monstre marin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קראקן,NA,NA
2274,cracer,nom cosini,un biscoto magra,cracker,NA,NA,cracker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קרקר,NA,NA
2274,cracer de segal,nom,NA,crispbread,NA,NA,cracker au seigle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קרקר שיפון,NA,NA
2275,crampo,nom medica,un contrae dolente e nonintendeda de un musculo o musculos,cramp (muscle),NA,NA,crampe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: התכווצות,NA,NA
2276,crampon,nom util,un protende o spina peti,crampon,NA,NA,crampons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קרמפון,NA,NA
2277,cranio,nom anatomia,la strutur de oso o cartilaje cual enclui la serebro de un vertebrato,skull,NA,NA,crâne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: גולגולת,NA,NA
2277,cranial,ajetivo,NA,cranial,NA,NA,crânien,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: גולגולתי,NA,NA
2278,crase,verbo transitiva,compresa forte (alga cosa) per desformi lo,crush,NA,estrujar,écraser,NA,NA,NA,NA,NA,NA,NA,NA,NA,knuse,quetschen,NA,he: למחוץ,NA,NA
2278,crase,nom,NA,crushing,NA,NA,écrasement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מחיצה,NA,NA
2278,crase su pede,verbo,NA,crush under foot,NA,NA,écraser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לרמוס,NA,NA
2279,crasenoza,nom verbo-nom util avia,un util per abri nozas; un avia en familia de corvo,nutcracker,NA,NA,casse-noix; cassenoix (oiseau),NA,NA,NA,NA,Nucifraga,NA,NA,NA,NA,NA,NA,NA,he: מפצח אגוזים,NA,NA
2280,crasula,nom planta,un planta suculente con flores peti,jade plant,NA,NA,arbre de jade,NA,NA,NA,NA,Crassula ovata,NA,NA,NA,NA,NA,NA,NA,he: קרסולה סגלגלה (צמח),NA,NA
2281,crater,nom tera,un caveta grande,crater,NA,NA,cratère,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מכתש,NA,NA
2281,crater volcanal,nom,NA,caldera,NA,NA,caldeira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קלדרה,NA,NA
2282,craton,nom tera,un bloco grande e stable de la crosta de la Tera,craton (geology),NA,NA,craton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (גאולוגיה) קראטון,NA,NA
2283,cravata,nom veste,un banda de stofa portada sirca la colo e nodada a la fronte con sua finis pendente,necktie,NA,corbata,cravate,NA,NA,NA,NA,NA,NA,NA,NA,NA,slips,Krawatte,NA,he: עניבה,NA,NA
2283,cravata papilin,nom,NA,bow tie,NA,NA,nœud papillon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: עניבת פרפר,NA,NA
2284,crea,verbo transitiva,fa ce (un cosa) esiste o (un situa) aveni; fabrica (un ojeto o sustantia),create,NA,crear,créer,NA,NA,NA,NA,NA,NA,NA,NA,NA,skabe,schaffen,NA,he: ליצור,NA,NA
2284,crea,nom,NA,creation (action); genesis,NA,NA,création (action),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: יצירה,NA,NA
2284,crea corente,nom,NA,improvisation,NA,NA,improvisation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אלתור,NA,NA
2284,autocreada,ajetivo,NA,self-made,NA,NA,autodidacte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בזכות עצמו,NA,NA
2284,creada,ajetivo,NA,created,NA,NA,créé,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: נוצר,NA,NA
2284,creada,nom,NA,creature,NA,NA,créature,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: יציר,NA,NA
2284,creante,ajetivo,NA,creating,NA,NA,créant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: יוצר,NA,NA
2284,creisme,nom relijio,NA,creationism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2284,creiste,nom relijio,NA,creationist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2284,creor,nom,NA,creator,NA,NA,créateur | créatrice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (אדם) יוצר,NA,NA
2284,creosa,ajetivo,NA,creative,NA,NA,créatif,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: יצירתי,NA,NA
2284,creosia,nom,NA,creativity,NA,NA,créativité,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: יצירתיות,NA,NA
2284,malcreada,ajetivo,NA,ill-made,NA,NA,mal fait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: שנעשה בצורה גרועה,NA,NA
2284,malcreada,nom,NA,miscreant,NA,NA,défaut de fabrication,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: נבל,NA,NA
2284,recrea,verbo transitiva,NA,recreate (create anew),NA,NA,recréer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: ליצור מחדש,NA,NA
2284,recrea,nom sporte,un ata de crea denova; atas en cual on partisipa per diverti cuando on no labora,recreation (repeated creation,NA,NA,recréation (création répétée),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: יצירה מחדש; עיבוד חדש; בילוי,NA,NA
2284,recreal,ajetivo,NA,recreational,NA,NA,récréatif,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: שקשור לבילוי,NA,NA
2285,creatina,nom cimica biolojia,un composada formida en la metaboli de protenas e presente en multe texedas vivente,creatine,NA,NA,créatine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קריאטין,NA,NA
2286,creatinina,nom cimica biolojia,un composada cual es produida par la metaboli de creatina e escreteda en la urina,creatinine,NA,NA,créatinine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קריאטינין,NA,NA
2287,crede,verbo transitiva relijio,aseta ce (alga cosa) es vera,believe,NA,creer,croire,NA,NA,NA,NA,NA,NA,NA,NA,NA,tro,glauben,NA,he: להאמין,NA,NA
2287,crede,nom,NA,belief,NA,NA,croyance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אמונה,NA,NA
2287,crede a,verbo,NA,believe in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2287,credable,ajetivo,NA,believable,NA,NA,crédible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אמין,NA,NA
2287,credablia,nom,NA,credibility,NA,NA,crédibilité,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אמינות,NA,NA
2287,credor,nom,NA,believer,NA,NA,croyant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מאמין,NA,NA
2287,credosa,ajetivo,NA,credulous,NA,NA,crédule,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: פותה,NA,NA
2287,credosia,nom,NA,credulity,NA,NA,crédulité,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: פתיות,NA,NA
2287,intercredal,ajetivo,NA,interfaith,NA,NA,interreligieux,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בין-דתי,NA,NA
2287,malcrede,nom,NA,misbelief,NA,NA,incrédulité,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אמונה שגויה,NA,NA
2287,no crede,verbo transitiva,NA,disbelieve,NA,NA,ne pas croire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לדחות (טענה),NA,NA
2287,noncredable,ajetivo,NA,unbelievable,NA,NA,non crédible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לא אמין; לא ייאמן; מדהים,NA,NA
2287,noncredable,averbo,NA,unbelievably,NA,NA,incroyablement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: באופן מדהים,NA,NA
2287,noncredablia,nom,NA,incredibility,NA,NA,incrédibilité,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חוסר אמינות,NA,NA
2287,noncrede,nom,NA,disbelief,NA,NA,incroyance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אי אמונה,NA,NA
2287,noncredente,ajetivo,NA,disbelieving,NA,NA,incroyant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חסר אמונה,NA,NA
2287,noncredor,nom,NA,non-believer,NA,NA,agnostique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חסר אמונה,NA,NA
2288,credito,nom mone,la capasia de un person per oteni benes o servis ante paia,credit (money),NA,crédito,crédit,NA,NA,NA,NA,NA,NA,NA,NA,NA,kredit,Kredit,NA,he: אשראי,NA,NA
2288,creditor,nom,NA,creditor,NA,NA,créancier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: נושה,NA,NA
2288,par credito,averbo,NA,on credit,NA,NA,à crédit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: באשראי,NA,NA
2289,crema,ajetivo color cosini,jala ma multe pal,cream (color|ur),NA,NA,crème (couleur),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קרם (צבע),NA,NA
2289,crema,nom,un licuida densa,cream,NA,crema,crème,NA,NA,NA,NA,NA,NA,NA,NA,NA,fløde,Sahne,NA,he: קרם,NA,NA
2289,crema ardeda,nom,NA,crème brûlée,NA,NA,crème brûlée,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קרם ברולה,NA,NA
2289,crema asida,nom,NA,sour cream,NA,NA,crème acidulée | aigre | sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: שמנת חמוצה,NA,NA
2289,crema bateda,nom,NA,whipped cream,NA,NA,crème battue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קצפת,NA,NA
2289,crema baieres,nom,NA,Bavarian cream,NA,NA,crème bavaroise,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קרם בוואריה,NA,NA
2289,crema catalan,nom,NA,crema catalana,NA,NA,crème catalane,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קרמה קטלנה,NA,NA
2289,crema de bur,nom,NA,buttercream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קציפת חמאה,NA,NA
2289,crema de caramel,nom,NA,crème caramel,NA,NA,crème caramel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קרם קרמל,NA,NA
2289,crema de la crema,nom,NA,crème de la crème,NA,NA,crème (élite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קרם דה לה קרם,NA,NA
2289,crema de menta,nom,NA,crème de menthe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קרם דה מנטה (משקה),NA,NA
2289,crema de ovos,nom,NA,custard,NA,NA,crème anglaise,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חביצה,NA,NA
2289,crema de rasa,nom,NA,shaving cream,NA,NA,crème à raser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קרם גילוח,NA,NA
2289,crema de sosia,nom,NA,cream of society,NA,NA,crème de la société,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: החברה הגבוהה,NA,NA
2289,crema de zucar,nom,NA,marshmallow cream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קרם מרשמלו,NA,NA
2289,crema engles,nom,NA,crème anglaise,NA,NA,crème anglaise,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קרם אנגלז,NA,NA
2289,crema grasosa,nom,NA,heavy cream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: שמנת מתוקה,NA,NA
2289,crema italian,nom,NA,panna cotta,NA,NA,panna cotta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: פנקוטה,NA,NA
2289,crema jelada,nom,NA,ice cream,NA,NA,glace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: גלידה,NA,NA
