word_id,word,gramatica,defini,en,eo,es,fr,capital,nota,vide,orijina,tasonomia,pronuncia,simbol,usa,an,da,de,gl,he,mt,ru
3591,-filia,sufisa nom siensa-umana,ama,-philia (love),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,con-,prefisa tecnical,con,con- (with,NA,NA,con- (avec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (קידומת טכנית) עם,NA,NA
295,amil-,prefisa tecnical biolojia,amidon,amyl-,NA,NA,amyl-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (סיומת טכנית) שקשור לעמילן,NA,NA
4483,intro-,prefisa tecnical,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6555,-parese,sufisa nom medica,paralise partal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3414,euri-,prefisa tecnical,larga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4518,iota-,prefisa tecnical,{10^24},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5953,-nesia,sufisa nom tera,isolas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6913,-plasia,sufisa nom medica,masa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6115,-odinia,sufisa nom medica,indicante un dole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7314,psico-,prefisa tecnical,mente,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6157,olo-,prefisa tecnical,intera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9388,ultra-,prefisa tecnical,ultra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8299,sirco-,prefisa tecnical,sirca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7288,proto-,prefisa tecnical,prima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4625,-ite,sufisa nom medica,maladia de inflama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8071,-sentese,sufisa nom medica,perfora sirurjial per aspira licuida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7947,-scopi,sufisa nom medica,esamina par vide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4630,-ito,sufisa nom cimica,nominte sales o esteres de asidas con la coda `-osa`,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6395,paci-,prefisa tecnical,densa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5039,-lise,sufisa nom cimica medica,descomposa o desintegra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3960,giga-,prefisa,{10^9},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6717,peri-,prefisa tecnical,sirca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7211,pro-,prefisa tecnical,acordante con,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6196,-on,sufisa nom,ajuntada a un nom per nomi un varia plu grande o un veste plu esterna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cason; denton; jacon,NA,NA,NA,NA,NA,NA,NA
7153,-praxia,sufisa nom medica,ativia pratical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4613,-iste,sufisa ajetivo,ajuntada a un nom per nomi un aderor de un sistem de crede o un person prejudosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,femiste; otimiste; jeolojiste; gitariste; jornaliste; turiste,NA,NA,NA,NA,NA,NA,NA
7920,-sce,sufisa nom,nominte un abitor o lingua de un rejion o nasion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9217,-tris,sufisa nom medica biolojia,capeles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4216,-i,sufisa ajetivo,ajuntada a un nom jeografial per formi un ajetivo pertinente a la loca,NA,NA,NA,NA,NA,NA,-an,NA,NA,NA,NA,arabi,NA,NA,NA,NA,NA,NA,NA
7949,-scopio,sufisa nom util medica astronomia biolojia,strumento estendente la capasia de vide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9436,-uple,sufisa nom,ajuntada a un numero per nomi un grupo con acel cuantia de membros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8915,teo-,prefisa tecnical,Dio o dios,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7938,sclero-,prefisa tecnical medica,dur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5045,-litica,sufisa,pertinente a petra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5766,moto-,prefisa tecnical,motorida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5249,-mania,sufisa nom siensa-umana medica,mania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4227,-iase,sufisa nom medica,maladia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6125,oftalmo-,prefisa tecnical medica,oios,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3996,-gloso,sufisa tecnical anatomia medica,con forma de lingua,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5926,nefro-,prefisa tecnical,renes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8091,-sepse,sufisa nom medica,infeta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6281,ornito-,prefisa tecnical biolojia,avia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5741,morfo-,prefisa tecnical,forma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8172,siber-,prefisa tecnical,redes de comunica eletronical e realia virtual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9436,-uple,sufisa ajetivo,ajuntada a un numero per formi un ajetivo multiple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,duple,NA,NA,NA,NA,NA,NA,NA
7583,reti-,prefisa tecnical,reta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5391,megalo-,prefisa tecnical,nonormal grande,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8562,stilo-,prefisa tecnical anatomia medica,con forma de pen o stilo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5048,lito-,prefisa tecnical,petra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5737,-morfe,sufisa ajetivo medica biolojia,forma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5387,mega-,prefisa tecnical,grande; {10^6},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6185,omo-,prefisa tecnical,la mesma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8343,sito-,prefisa tecnical,selula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8521,-stalsia,sufisa nom medica,contrae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9809,xilo-,prefisa tecnical,lenio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4361,-in,sufisa nom cimica,idrocarbono nonsaturada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4327,im-,prefisa,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9453,-uria,sufisa nom medica,urina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8075,senti-,prefisa tecnical,divideda par 100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6417,paleo-,prefisa tecnical,vea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4642,-ivor,sufisa ajetivo biolojia,comente,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8615,su-,prefisa,su,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sutera; sudivide,NA,NA,NA,NA,NA,NA,NA
8925,tera-,prefisa tecnical,{10^12},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6147,oligo-,prefisa tecnical,con poca partes o membros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8573,-stomia,sufisa nom medica,abri sirurjial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5375,media-,prefisa,ajuntada a un nom de un periodo o estende per nomi la punto media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mediadia,NA,NA,NA,NA,NA,NA,NA
8031,semi-,prefisa tecnical,dui,NA,NA,NA,NA,NA,NA,emi-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9779,xeno-,prefisa tecnical,stranjer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7855,-sarcoma,sufisa nom medica,sarcoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7931,-scise,sufisa nom medica,fende,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6140,-ol,sufisa nom cimica,olios,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6971,-pnea,sufisa nom medica,respira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6936,-plejia,sufisa nom medica,paralise,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6180,omni-,prefisa tecnical,tota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4046,-grafia,sufisa nom arte matematica,la siensa de scrive o desinia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4239,-ica,sufisa ajetivo medica,ajuntada a un nom de un maladia medical o psicolojial con la coda `-ia`,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alerjica,NA,NA,NA,NA,NA,NA,NA
7940,-sclerose,sufisa nom medica,duri nonormal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6225,-opia,sufisa nom medica,maladia de oio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6699,-pepsia,sufisa nom medica,dijesta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5620,miso-,prefisa tecnical,odiosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4358,in-,prefisa,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8451,-spasma,sufisa nom medica,spasma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8847,tecno-,prefisa tecnical,tecnolojia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6306,-osa,sufisa nom cimica,zucar o otra carboidrato,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5686,mono-,prefisa tecnical,un,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6197,-on,sufisa nom fisica cimica,particula suatomal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,neutron; foton; codon; interferon,NA,NA,NA,NA,NA,NA,NA
9412,uni-,prefisa tecnical,un,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8859,tele-,prefisa tecnical,distante,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7461,-rea,sufisa nom medica,esflue (medical),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6383,ovi-,prefisa tecnical,ovo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9231,-trofia,sufisa nom medica biolojia,xercante nuri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8244,sin-,prefisa tecnical,con,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4216,-i,sufisa nom,nominte un abitor o lingua de un rejion spesifada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8692,supra-,prefisa,supra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,suprasil; supraumana,NA,NA,NA,NA,NA,NA,NA
6915,-plasma,sufisa nom medica,masa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9051,-tomia,sufisa nom medica,talia sirurjial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7802,salpingo-,prefisa tecnical anatomia medica,con forma un trompeta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7212,pro-,prefisa,a ante,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3996,gloso-,prefisa tecnical anatomia medica,con forma de lingua,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5485,meta-,prefisa tecnical,indicante un nivel plu alta o transendente; ance usada en modos diversa en termas tecnical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5918,necro-,prefisa tecnical biolojia,mor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4747,jineco-,prefisa tecnical,fema,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3981,glico-,prefisa tecnical,pertinente a o produinte zucar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8078,sentri-,prefisa tecnical,sentral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4554,ipno-,prefisa tecnical,pertinente a dormi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5401,melano-,prefisa tecnical,negra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8008,-sele,sufisa nom medica,inflante,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5025,lipo-,prefisa tecnical,gras,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4598,-isme,sufisa nom,ajuntada a un nom per nomi un sistem de crede,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,femisme; otimisme; simbolisme; turisme,NA,NA,NA,NA,NA,NA,NA
9096,-tosia,sufisa nom medica,pari,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9666,vis-,prefisa nom,ajuntada a un nom de posto per nomi la suordinada direta seguente,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,visre,NA,NA,NA,NA,NA,NA,NA
4947,leuco-,prefisa tecnical,blanca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6038,non-,prefisa,ajuntada a un ajetivo per reversa la cualia,NA,NA,NA,NA,NA,Ante N,NA,NA,NA,NA,NA,nonjusta; noncrede; nonesesada,NA,NA,NA,NA,NA,NA,NA
6370,oto-,prefisa tecnical,oto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6482,para-,prefisa tecnical,a un lado de,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4614,ister-,prefisa tecnical,utero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4934,-lesia,sufisa nom medica,atacas de la sistem de nervos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8924,tera-,prefisa tecnical,pertinente a la tera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6067,-nte,sufisa ajetivo,ajuntada a un verbo per formi la partisipio ativa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,un can dorminte; leje es divertinte,NA,NA,NA,NA,NA,NA,NA
7124,pos-,prefisa,pos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,posenebria; posalveolal,NA,NA,NA,NA,NA,NA,NA
9066,topo-,prefisa tecnical,surfas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4326,im-,prefisa,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6439,pan-,prefisa tecnical,incluinte tota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4238,-ica,sufisa nom,nominte un abitor o lingua de un rejion spesifada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8379,-sofia,sufisa nom,sajia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4594,-iside,sufisa verbo,mata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8130,servo-,prefisa tecnical,servomacina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4599,iso-,prefisa tecnical,egal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4215,-i,sufisa verbo transitiva,ajuntada a un cuanti peti de nomes per formi un verbo transitiva per la ata de emete (un licuida corpal),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,urini; vomiti sangue,NA,NA,NA,NA,NA,NA,NA
7996,sefalo-,prefisa tecnical,testa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7600,reumato-,prefisa tecnical medica,licuida de corpo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7307,pseudo-,prefisa tecnical,falsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9028,-tise,sufisa nom medica,sputa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7254,prop-,prefisa tecnical cimica,nominte alcanos e otra idrocarbonos con tre atomes de carbono,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8227,sim-,prefisa tecnical,con,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5078,logo-,prefisa tecnical,parolas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6798,-pexia,sufisa nom medica siensa-umana,fisa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4044,-graf,sufisa nom util arte matematica,un aparato per scrive o desinia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6816,pico-,prefisa tecnical,{10^-12},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4359,in-,prefisa,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5084,-lojia,sufisa nom,studia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8548,stereo-,prefisa,pertinente a formas solida; pertinente a un efeto o ordina tridimensional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7932,scizo-,prefisa medica siensa-umana,fendeda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5514,-metria,sufisa nom matematica,mesura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5598,mio-,prefisa tecnical,musculos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4520,iper-,prefisa tecnical,supra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7422,-raje,sufisa nom medica,esflue violente,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6163,-oma,sufisa nom medica,tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4478,intra-,prefisa tecnical,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4457,inter-,prefisa tecnical,entre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,interata,NA,NA,NA,NA,NA,NA,NA
6305,-osa,sufisa ajetivo,plen de o con multe de (un cosa o cualia),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,zucarosa,NA,NA,NA,NA,NA,NA,NA
9789,xero-,prefisa tecnical,seca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6239,-orafia,sufisa nom medica,suturi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8526,-stase,sufisa nom,restante en loca o state,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8533,-stato,sufisa nom util,aparato per mesura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5331,masi-,prefisa tecnical,la plu grande cual es posible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4557,ipo-,prefisa tecnical,su,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5389,-megalia,sufisa nom medica,grandia plu ca normal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4315,-il,sufisa nom cimica,un radical cimical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9873,zeta-,prefisa tecnical,{10^21},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4240,-ica,sufisa nom cimica,indicante un valentia plu alta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9870,zepto-,prefisa tecnical,{10^-21},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7852,sarco-,prefisa tecnical medica biolojia,carne de corpo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6703,per-,prefisa tecnical,tra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9213,-tripsia,sufisa nom medica,crase en sirurjia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4998,limfo-,prefisa tecnical,limfa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8971,tetra-,prefisa tecnical,cuatro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
