word_id,word,gramatica,capital,en,defini,nota,vide,orijina,tasonomia,pronuncia,simbol,usa,an,da,de,eo,es,fr,gl,he,mt,ru
867,Isola Baffin,nom jeografial,NA,Baffin Island,un isola grande canadian en la Mar Artica a norde de la Baia Hudson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,isla de Baffin,île de Baffin,NA,he: האי באפין,NA,NA
868,bagaje,nom,NA,baggage,ojetos personal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,equipaje,bagage,NA,he: מטען,NA,NA
869,bagel,nom cosini,NA,bagel,un paneta densa con forma anelo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bagel,NA,he: בייגל,NA,NA
870,bagete,nom cosini,NA,baguette (bread),un pan franses,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,baguete,baguette (pain),NA,he: בגט,NA,NA
870,bagete plenida,nom,NA,Italian sandwich,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,grand sandwich,NA,he: כריך מלחמניה ארוכה,NA,NA
871,bahai,ajetivo relijio,NA,Baha'i,un relijio monoteiste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bahá'í,bahaï,NA,he: בהאי,NA,NA
871,bahai,nom,NA,Baha'i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bahá'í,Bahaï,NA,he: בהאי,NA,NA
871,bahaisme,nom,NA,Baha'i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bahaísmo,bahaïsme,NA,he: הדת הבהאית,NA,NA
872,Bahamas,nom plural jeografial,Nassau,Bahamas,un pais de multe isolas a sude-este de Florida e a norde-este de Cuba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bahamas,Bahamas,NA,he: איי בהאמה,NA,NA
872,bahaman,ajetivo,NA,Bahamian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bahameño,bahaméen,NA,he: בהאמי,NA,NA
872,bahaman,nom demonim,NA,Bahamian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bahameño,Bahaméen,NA,he: בהאמי,NA,NA
873,baia,nom tera,NA,bay,un parte de mar o lago en un indente de costa,NA,NA,NA,NA,NA,NA,NA,NA,bugt,Bucht,NA,bahía,baie,bahía,he: מפרץ,NA,NA
873,"baieta
.Baical",nom,NA,cove,un lago grande de acua dulse en Sibir sude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ensenada,crique,NA,מפרצון,NA,NA
874,Baiern,nom jeografial,NA,Bavaria,un stato en Deutxland sude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baviera,Bavière,NA,he: בוואריה,NA,NA
874,baieres,ajetivo,NA,Bavarian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bávaro,bavarois,NA,he: בווארי,NA,NA
874,baieres,nom demonim,NA,Bavarian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bávaro,Bavarois,NA,he: בווארי,NA,NA
875,baieta,nom veste,NA,baize (fabric),un stofa de lana feltrin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,paño,serge,NA,he: בייז (אריג,NA,NA
876,baioneta,nom util,NA,bayonet,un arma simil a un cotel longa cual on pote fisa a boca de fusil per usa en combate prosima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bayoneta,baïonnette,NA,he: כידון,NA,NA
877,bait,nom informatica,NA,byte,un grupo de bitios,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,byte,bit,NA,he: (מחשבים) בייט,NA,NA
877,cilobait,nom,NA,kilobyte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kilobyte,kilobit,NA,he: קילובייט,NA,NA
877,gigabait,nom,NA,gigabyte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gigabyte,gigabit,NA,he: גיגהבייט,NA,NA
877,megabait,nom,NA,megabyte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,megabyte,megabit,NA,he: מגהבייט,NA,NA
877,terabait,nom,NA,terabyte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,terabyte,térabit,NA,he: טרהבייט,NA,NA
878,baji,nom cosini,NA,bhaji,(en cosini barati) un bal o torta plata peti de vejetales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bhaji,NA,NA,NA,NA,NA
879,bal,nom sporte,NA,ball,un sfera o oval,NA,NA,NA,NA,NA,NA,NA,NA,bold,Ball,NA,balón,ballon,bóla,he: כדור,NA,NA
879,bal bonodorosa,nom,NA,pomander,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bola de olor,diffuseur de parfum,NA,he: פומנדר (כלי לבושם בצורת כדור),NA,NA
879,bal de bolo,nom,NA,bowl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bola de bolos,boule de bowling,NA,he: כדור באולינג,NA,NA
879,bal de canon,nom,NA,cannonball,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bala de cañón,boulet de canon,NA,he: כדור תותח,NA,NA
879,bal de carne,nom,NA,meatball,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,albóndiga,boulette (de viande),NA,he: כדור בשר,NA,NA
879,bal de foco,nom,NA,fireball,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bola de fuego,boule de feu,NA,he: כדור אש,NA,NA
879,bal de futbal,nom,NA,football,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,balón de fútbol,ballon de football,NA,he: כדור פוטבול,NA,NA
879,bal de naftalina,nom,NA,mothball,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bola de naftalina,boule de naphtaline,NA,he: כדור נפטלין,NA,NA
879,bal de neva,nom,NA,snowball,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bola de nieve,boule de neige,NA,he: כדור שלג,NA,NA
879,bal de pasta,nom,NA,dumpling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dumpling,boulette de pâte,NA,he: כופתה,NA,NA
879,bal oto,nom,NA,eightball,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bola 8,NA,NA,he: הכדור השחור בביליארד,NA,NA
879,bales de pasta,nom plural cosini,NA,gnocchi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ñoquis,gnocchi,NA,he: ניוקי,NA,NA
879,bal de tenis,nom,NA,tennis ball,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pelota de tenis,balle de tennis,NA,he: כדור טניס,NA,NA
879,baleta,nom,NA,bullet,un misil metal peti,NA,NA,NA,NA,NA,NA,NA,NA,kugle,Kugel,NA,bala (munición),balle (munition),NA,he: קליע,NA,NA
879,baleta falsa,nom,NA,blank (bullet),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cartucho de fogueo,NA,NA,NA,NA,NA
879,balon,nom,NA,balloon; (speech) bubble,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballon,Ballon,NA,globo (aerostático),ballon,NA,he: בלון,NA,NA
879,balon de aira calda,nom,NA,hot-air balloon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballon à air chaud,NA,he: כדור פורח,NA,NA
879,balon de avisa,nom,NA,warning balloon (software),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,infobulle (informatique),NA,he: (תוכנה) בועת אזהרה,NA,NA
879,balonor,nom,NA,balloonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,balloniste,NA,he: מפעיל כדור פורח,NA,NA
880,"bala
.Balabak",verbo transitiva,NA,baa,(un ovea o capra) fa sua clama,NA,maa,NA,NA,NA,NA,NA,NA,NA,Balabacstraße,NA,Estrecho de Balábac,bêler,NA,לפעות,NA,NA
881,balaclava,nom veste,NA,balaclava,un veste cual covre la testa e colo estra partes de la fas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,passe-montagne,NA,he: כובע גרב,NA,NA
882,balada,nom musica,NA,ballad,un poesia o canta narante en strofes corta; un canta lenta e emosiosa o romantica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballade (poésie,NA,he: בלדה,NA,NA
882,baladador,nom,NA,personal stereo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
882,baladador dijital,nom,NA,MP3 player,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
882,balador,nom,NA,balladeer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chanteur de ballades,NA,he: זמר בלדות,NA,NA
883,balalaica,nom musica,NA,balalaika (musical instrument),un strumento de cordetas simil a un gitar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,balalaïka (instrument),NA,he: בלליקה (כלי נגינה),NA,NA
884,balansa,nom util,NA,seesaw; scales,un plance longa,NA,NA,NA,NA,NA,NA,NA,NA,balancevægt,Waage,NA,balanza,balançoire à bascule,balanza,he: נדנדה; מאזניים,NA,NA
884,balansa fratal,nom,NA,vernier (fractional scale),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vernier (échelle de graduation d'un instrument de mesure),NA,he: זחון (מכשיר מדידה),NA,NA
884,Balansa,nom astronomia,NA,Libra (constellation),un constela de la zodiaco,NA,NA,NA,NA,NA,♎,NA,NA,NA,NA,NA,NA,Balance (constellation),NA,he: קבוצת הכוכבים מאזניים; מזל מאזניים,NA,NA
884,balansador,nom,NA,outrigger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,portant,NA,he: מייצב (סירה,NA,NA
884,balansi,verbo nontransitiva,NA,seesaw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,se balancer,NA,he: לנדנד,NA,NA
885,balasto,nom veculo,NA,ballast,un materia pesosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lest,NA,he: זיבורית,NA,NA
885,balasti,verbo transitiva,NA,ballast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lester,NA,he: למלא בזיבורית,NA,NA
886,balbuta,verbo transitiva medica,NA,stutter,parla con pausas nonintendeda e un tende de repete la leteras inisial de parolas; fa un serie de sonas corta esplodente,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bégayer,NA,he: לגמגם,NA,NA
886,balbuta,nom,NA,stutter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bégaiement,NA,he: גמגום,NA,NA
887,balcan,ajetivo jeografial,NA,Balkan,pertinente a la parte de Europa cual conteni la parte sude de la Rios Danubio e Sava,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,des balkans,NA,he: בלקני,NA,NA
887,Balcanes,nom plural jeografial,NA,Balkans (mountains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,les Balkans (montagnes,NA,he: בלקן,NA,NA
888,balcon,nom arciteta,NA,balcony,un plataforma encluida par un mur o rel a la esterna de un construida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,balcon,NA,he: מרפסת,NA,NA
888,balcon media,nom,NA,mezzanine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mezzanine,NA,he: קומת ביניים,NA,NA
889,baldacin,nom arciteta,NA,canopy,un covrente de stofa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,baldaquin,NA,he: חופה,NA,NA
890,balde,nom util,NA,bucket,un contenador silindre e abrida,NA,NA,NA,NA,NA,NA,NA,NA,spand,Eimer,NA,balde,seau,NA,he: דלי,NA,NA
890,baldon,nom,NA,bin,un contenador per dejetadas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,poubelle,NA,he: פח אשפה,NA,NA
890,baldon de resicli,nom,NA,recycling bin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,conteneur de recyclage,NA,he: פח מיחזור,NA,NA
890,baldoni,verbo transitiva,NA,bin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jeter,NA,he: להשליך,NA,NA
891,balear,ajetivo jeografial,NA,Balearic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,baléare,NA,he: שקשור באיים הבאלריים,NA,NA
891,Isolas Balear,nom plural jeografial,NA,Balearic Islands,un grupo de cuatro isolas grande e sete isolas peti en la Mar Mediteraneo a este de Espania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: האיים הבלאריים,NA,NA
891,Mar Balear,nom jeografial,NA,Balearic Sea,un mar entre la Isolas Balear e Espania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mer des Baléares,NA,he: הים הבלארי,NA,NA
892,balena,nom mamal,NA,whale,un mamal multe grande de mares,NA,NA,NA,Cetacea,NA,NA,NA,NA,hval,Wal,NA,ballena,baleine (cétacé),ballena,he: לוויתן,NA,NA
892,Balena,nom astronomia,NA,Cetus (constellation),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,la Baleine (constellation),NA,he: קבוצת הכוכבים לוויתן,NA,NA
892,balenor,nom,NA,whaler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,baleinier,NA,he: צייד לוויתנים,NA,NA
893,balenotero,nom mamal,NA,rorqual (whale),un balena con pel pliada a fondo,NA,NA,NA,Balaenopteridae,NA,NA,NA,NA,NA,NA,NA,NA,rorqual,NA,he: לוויתן ענק,NA,NA
894,balesta,nom util,NA,crossbow,un arco medieval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,arbalète,NA,he: קשת מוצלבת,NA,NA
894,baleston,nom,NA,arbalest (weapon),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,arbalète,NA,he: קשת מוצלבת כבדה,NA,NA
895,baleto,nom musica,NA,ballet,un dansa artal a musica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballet,NA,he: בלט,NA,NA
895,baletiste,nom,NA,ballet dancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,danseur de ballet,NA,he: רקדן בלט,NA,NA
896,Balgaria,nom jeografial,Sofia,Bulgaria,un pais en Europa sude-este a la costa de la Mar Negra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bulgarie,NA,he: בולגריה,NA,NA
896,balgarsce,ajetivo,NA,Bulgarian (person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bulgare,NA,he: בולגרי,NA,NA
896,balgarsce,nom,NA,Bulgarian (person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bulgare (personne),NA,he: בולגרי,NA,NA
897,Bali,nom jeografial,NA,Bali,un isola montaniosa en Indonesia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bali,NA,he: באלי (אי),NA,NA
898,balia,verbo nontransitiva,NA,yawn; gape,abri nonvolente sua boca e enspira profonda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bâiller,NA,he: לפהק,NA,NA
898,balia,nom,NA,yawn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bâillement,NA,he: פיהוק,NA,NA
898,baliante,ajetivo,NA,yawning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,béant,NA,he: מפהק,NA,NA
899,balio,nom governa,NA,bailiff,(istorial) la representante rejional de un monarca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,huissier de justice,NA,he: פקיד בית המשפט,NA,NA
900,balistica,nom tecnical,NA,ballistics,la siensa de misiles e fusiles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballistique,NA,he: בליסטיקה,NA,NA
900,balistical,ajetivo,NA,ballistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballistique,NA,he: בליסטי,NA,NA
901,balmol,nom sporte,NA,softball (sport),un sporte simil a basebal ma usante un bal plu grande e mol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,balle molle (sport),NA,he: סופטבול,NA,NA
902,balo,nom musica,NA,dance (event),un congrega sosial do persones dansa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bal,NA,he: מסיבת ריקודים,NA,NA
902,balo de debuantes,nom,NA,debutantes' ball,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bal des débutants,NA,he: נשף רשמי,NA,NA
902,balo formal,nom,NA,ball,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bal,NA,he: נשף,NA,NA
902,balo vivosa,nom,NA,lively dance (event),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,soirée joyeuse,NA,he: מסיבה סוערת,NA,NA
903,Balotxistan,nom jeografial,NA,Balochistan,un rejion montaniosa de Asia ueste cual inclui un parte de Iran sude-este,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baloutchistan,NA,he: בלוצ'יסטן (מחוז בפקיסטן),NA,NA
903,balotxi,ajetivo,NA,Baloch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,baloutche (adjectif),NA,he: תושב בלוצ'יסטן,NA,NA
904,balsa,nom util,NA,raft,un strutur plata e flotante de lenio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,radeau,NA,he: רפסודה,NA,NA
904,balsi,verbo transitiva,NA,raft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transporter par radeau,NA,he: לשוט על-גבי רפסודה,NA,NA
905,balsam,nom biolojia,NA,balm,un materia resinosa sudada par alga arbores e arboretas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,baume,NA,he: משחה מרגיעה,NA,NA
905,balsam de labio,nom,NA,lip balm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pommade pour les lèvres,NA,he: שפתון (להגנה על השפתיים),NA,NA
905,balsamal,ajetivo,NA,balsamic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,balsamique,NA,he: בשמי,NA,NA
905,balsami,verbo transitiva,NA,embalm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,embaumer,NA,he: לחנוט,NA,NA
906,balti,nom cosini,NA,balti,un plato spisosa de Pacistan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
907,baltica,ajetivo jeografial,NA,Baltic,pertinente a la rejion composada par Esti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,baltique,NA,he: באלטי,NA,NA
907,Baltica,nom jeografial,NA,Baltic (region),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baltique (région),NA,he: באלטי,NA,NA
907,Mar Baltica,nom jeografial,NA,Baltic Sea,un mar a norde de Deutxland e Polsca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mer Baltique,NA,he: הים הבאלטי,NA,NA
908,balustre,nom arciteta,NA,baluster,un de un serie de colonas corta cual suporta un rel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,balustre,NA,he: עמוד מעקה,NA,NA
909,bambola,verbo nontransitiva,NA,wobble,move en modo nonstable de lado a lado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tituber,NA,he: להתנודד,NA,NA
909,bambolante,ajetivo,NA,tottering,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,titubant,NA,he: מתנודד; מבוסם,NA,NA
910,bambu,nom planta,NA,bamboo (plant,un erba leniosa e jigante cual abita xef la tropicos; la talo de esta,NA,NA,NA,Bambusa,NA,NA,NA,NA,bambus,Bambus,NA,bambú (planta,bambou,NA,he: במבוק,NA,NA
911,banana,nom planta cosini,NA,banana (plant,un arbor tropical con folias multe grande e frutas cual crese en grupos; la fruta comable de esta,NA,NA,NA,Musa,NA,NA,NA,NA,banan,Banane,NA,plátano,banane; bananier,NA,he: בננה,NA,NA
912,banca,nom arciteta,NA,bench (seat),un seja longa per plu ca un person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,banco,banc,NA,he: ספסל,NA,NA
913,bancarota,ajetivo mone,NA,bankrupt,(un person o organiza) noncapas de paia detas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bancarrota,en banqueroute,NA,he: פושט רגל,NA,NA
913,bancaroti,verbo nontransitiva,NA,go bankrupt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quedar en bancarrota,être en banqueroute,NA,he: לפשוט רגל,NA,NA
913,bancaroti,verbo transitiva,NA,bankrupt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,provocar la bancarrota de,banquerouter,NA,he: לרושש,NA,NA
913,bancarotia,nom,NA,bankruptcy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bancarrota,banqueroute,NA,he: פשיטת רגל,NA,NA
914,banceta,verbo nontransitiva cosini,NA,banquet,un come grande per multe persones,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,darse un banquete,banqueter,NA,he: לסעוד,NA,NA
914,banceta,nom,NA,banquet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,banquete,banquet,NA,he: משתה,NA,NA
915,banco,nom mone,NA,bank (money),un instituida finansial cual investi mone deponeda par clientes,NA,NA,NA,NA,NA,NA,NA,NA,bank,Bank,NA,banco,banque,NA,he: בנק,NA,NA
915,banco de arena,nom,NA,sandbank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,banco de arena,banc de sable,NA,he: שרטון,NA,NA
915,banco de datos,nom,NA,database,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,base de datos,banque de données,NA,he: בסיס נתונים,NA,NA
915,banco de oios,nom,NA,eye bank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,banco de ojos,banque des yeux,NA,he: בנק קרניות,NA,NA
915,bancor,nom,NA,banker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,banquero,banquier,NA,he: בנקאי,NA,NA
916,bancsia,nom planta,NA,banksia (plant),un arboreta perene de Australia con folias magra e cuorin e spinas de flores brosin,NA,NA,NA,Banksia,NA,NA,NA,NA,NA,NA,NA,NA,banksia (plante),NA,he: בנקסיה (צמח),NA,NA
917,banda,nom,NA,band,un peso longa e magra de materia plata,NA,NA,NA,NA,NA,NA,NA,NA,strop; stribe; bånd,Streifen; Riemen,NA,franja,bande,NA,he: רצועה,NA,NA
917,banda audio,nom,NA,audio tape,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bande audio,NA,he: סרט מגנטי,NA,NA
917,banda de calsa,nom,NA,garter (band around leg),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jarretière,NA,he: בירית,NA,NA
917,banda de capeles,nom,NA,hairband,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bandeau,NA,he: סרט לשיער,NA,NA
917,banda de crise,nom,NA,emergency lane,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,voie d'urgence,NA,he: שוליים לעצירת חירום,NA,NA
917,banda de cuoro,nom,NA,leather band,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lanière de cuir,NA,he: רצועת עור,NA,NA
917,banda de frecuentia,nom,NA,frequency band,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bande de fréquence,NA,he: רצועת תדרים,NA,NA
917,banda de lenio,nom,NA,strip of wood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,planche,NA,he: לייסט,NA,NA
917,banda de oios,nom,NA,blindfold,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bandeau (sur les yeux),NA,he: כיסוי עיניים,NA,NA
917,banda de rota,nom,NA,tread (tire|tyre),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gomme d'un pneumatique,NA,he: סוליית צמיג,NA,NA
917,banda de sona,nom,NA,soundtrack,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bande-son,NA,he: פסקול,NA,NA
917,banda de suo,nom,NA,sweatband,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bandeau (de sportif),NA,he: מגן זיעה,NA,NA
917,banda de taie,nom,NA,waistband,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ceinture,NA,he: רצועת מותניים (בבגדים),NA,NA
917,banda de testa,nom,NA,headband,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bandeau,NA,he: סרט מצח,NA,NA
917,banda de xapo,nom,NA,hatband,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ruban (de chapeau),NA,he: סרט שנקשר סביב הכובע,NA,NA
917,banda elastica,nom,NA,elastic band,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,élastique,NA,he: סרט אלסטי,NA,NA
917,banda emostasal,ajetivo,NA,tourniquet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,garrot,NA,he: חוסם עורקים,NA,NA
917,banda erugin,nom,NA,caterpillar track,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gleiskette,NA,tractor oruga,chenille,NA,זחל טנק,NA,ru: гусеничный движитель
917,banda fortinte,nom,NA,strengthening strip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bande de renforcement,NA,he: רצועה מחזקת,NA,NA
917,banda larga,nom,NA,broadband,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,haut débit,NA,he: פס רחב,NA,NA
917,banda medical,nom medica,NA,bandage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bandage,NA,he: תחבושת,NA,NA
917,banda medical aderente,nom medica,NA,band-aid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pansement,NA,he: פלסטר,NA,NA
917,banda ru,nom,NA,rumble strip (on road),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bande rugueuse,NA,he: פס הרעדה,NA,NA
917,banda solosa,nom,NA,sunbelt (sunny region),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ceinture de soleil (région ensoleillée),NA,he: איזור שמשי,NA,NA
917,banda transportante,nom,NA,conveyor belt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tapis roulant,NA,he: מסוע,NA,NA
917,banda video,nom,NA,video tape,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vidéo,NA,he: סרט וידאו (רצועה מגנטית),NA,NA
917,bandeta,nom,NA,stripe (pattern),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rayure,NA,he: פס,NA,NA
